URL,Number of Words,Number of Unique Words,Number of Stopwords,Number of Sentences,Number of Nouns,Average Word Length,Type-Token Ratio,Compound Sentiment Score,Number of Named Entities
https://www.webmd.com/arthritis/psoriatic-arthritis/psoriatic-arthritis-symptoms,852,357,301,46,247,4.629107981220657,0.41901408450704225,-0.9979,20
https://www.webmd.com/heart-disease/guide-heart-failure,3972,1060,1443,131,1216,4.663645518630413,0.26686807653575023,-0.9999,95
https://www.webmd.com/cancer/multiple-myeloma/myeloma-overview,1180,442,414,41,346,4.793220338983051,0.37457627118644066,-0.999,36
https://www.webmd.com/ibd-crohns-disease/crohns-disease/5-types-crohns-disease,491,217,164,8,155,5.15274949083503,0.4419551934826884,-0.7275,30
https://www.webmd.com/about-webmd-policies/about-privacy-policy,6986,1251,2917,150,2051,4.809332951617521,0.1790724305754366,1.0,321
https://www.webmd.com/about-webmd-policies/cookie-policy,2293,578,944,57,675,4.815525512429132,0.25207152202354993,0.9978,90
https://www.webmd.com/about-webmd-policies/about-editorial-policy,1972,654,724,47,616,4.919371196754564,0.3316430020283976,0.9995,79
https://www.webmd.com/about-webmd-policies/about-advertising-policy,1222,417,465,17,380,4.909165302782324,0.34124386252045824,0.9387,63
https://www.webmd.com/about-webmd-policies/webmd-corrections-policies,194,117,77,5,53,4.577319587628866,0.6030927835051546,0.7782,3
https://www.webmd.com/about-webmd-policies/about-terms-and-conditions-of-use,4102,1018,1592,64,1311,4.639200390053633,0.24817162359824477,-0.9983,258
https://www.webmd.com/about-webmd-policies/accessibility-statement,347,174,108,9,115,5.0806916426512965,0.5014409221902018,0.986,22
https://www.webmd.com/about-webmd-policies/about-advertising-policy,1222,417,465,17,380,4.909165302782324,0.34124386252045824,0.9387,63
https://www.webmd.com/about-webmd-policies/additional-info,178,97,72,6,50,4.46067415730337,0.5449438202247191,-0.8201,12
